Locus tag	Strand	Chr	Begin	End	Length (bp)	Length (aa)	Gene Name	Start codon	Operon	Product	Description	RAST info.	COG
lmo2430	-	NC_003210.1	2499169	2500179	1011	336		ATG		hypothetical protein - RAST_Product: ABC-type Fe3+-siderophore transport system, permease component	similar to B. subtilis ferrichrome ABC transporter (permease) FhuG	ABC-type Fe3+-siderophore transport system, permease component	Inorganic ion transport and metabolism
lmo2431	-	NC_003210.1	2500179	2501150	972	323		ATG		hypothetical protein - RAST_Product: Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	similar to B. subtilis ferrichrome ABC transporter fhuD precursor (ferrichrome-binding protein)	Ferrichrome-binding periplasmic protein precursor (TC 3.A.1.14.3)	Inorganic ion transport and metabolism
lmo2432	+	NC_003210.1	2501306	2501470	165	54		ATG		hypothetical protein - RAST_Product: FIG00774636: hypothetical protein	lmo2432	FIG00774636: hypothetical protein	Not in COGs
lmo2433	+	NC_003210.1	2501603	2502361	759	252		TTG		hypothetical protein - RAST_Product: putative esterase	similar to acetylesterase	putative esterase	General function prediction only
lmo2434	-	NC_003210.1	2502401	2503804	1404	467		ATG		hypothetical protein - RAST_Product: Glutamate decarboxylase (EC 4.1.1.15)	highly similar to glutamate decarboxylases	Glutamate decarboxylase (EC 4.1.1.15)	Amino acid transport and metabolism
lmo2435	+	NC_003210.1	2503931	2504236	306	101		ATG		hypothetical protein - RAST_Product: FIG00774157: hypothetical protein	similar to B. subtilis YfhL protein	FIG00774157: hypothetical protein	Function unknown
lmo2436	-	NC_003210.1	2504300	2505157	858	285		ATG		hypothetical protein	similar to transcription antiterminator	Beta-glucoside bgl operon antiterminator, BglG family	Transcription
lmo2437	+	NC_003210.1	2505425	2505835	411	136		ATG		hypothetical protein - RAST_Product: FIG00774650: hypothetical protein	lmo2437	FIG00774650: hypothetical protein	General function prediction only
lmo2438	-	NC_003210.1	2505858	2506370	513	170		ATG		hypothetical protein - RAST_Product: FIG00774362: hypothetical protein	lmo2438	FIG00774362: hypothetical protein	Function unknown
lmo2439	+	NC_003210.1	2506494	2506835	342	113		ATG		hypothetical protein - RAST_Product: FIG00774520: hypothetical protein	lmo2439	FIG00774520: hypothetical protein	Function unknown
lmo2440	-	NC_003210.1	2506867	2507250	384	127		ATG	Operon_433	hypothetical protein - RAST_Product: FIG00774812: hypothetical protein	lmo2440	FIG00774812: hypothetical protein	Function unknown
lmo2441	-	NC_003210.1	2507306	2508202	897	298		GTG	Operon_433	hypothetical protein - RAST_Product: Transcriptional regulator, DeoR family	similar to transcription regulator	Transcriptional regulator, DeoR family	Transcription
lmo2442	-	NC_003210.1	2508247	2508816	570	189		ATG		hypothetical protein - RAST_Product: FIG00774622: hypothetical protein	lmo2442	FIG00774622: hypothetical protein	Function unknown
lmo2443	-	NC_003210.1	2508992	2509411	420	139		ATG		hypothetical protein - RAST_Product: FIG00774986: hypothetical protein	lmo2443	FIG00774986: hypothetical protein	Not in COGs
lmo2444	-	NC_003210.1	2510361	2514293	3933	1310		ATG		hypothetical protein	similar to glycosidase	alpha-glucosidase	Carbohydrate transport and metabolism
lmo2445	-	NC_003210.1	2514308	2515210	903	300		ATT		hypothetical protein	similar to internalin	Internalin-like protein Lmo2445 homolog	Function unknown
lmo2446	-	NC_003210.1	2515312	2518587	3276	1091		ATG		hypothetical protein - RAST_Product: glycosyl hydrolase, family 31	similar to glycosidase	glycosyl hydrolase, family 31	Carbohydrate transport and metabolism
lmo2447	+	NC_003210.1	2518971	2519879	909	302		ATG		hypothetical protein - RAST_Product: transcriptional activator	similar to transcription regulator	transcriptional activator	Transcription
lmo2448	-	NC_003210.1	2519935	2520399	465	154	smpB	ATG	Operon_434	SsrA-binding protein	binds to ssrA RNA (tmRNA) and is required for its successful binding to ribosomes  also appears to function in the trans-translation step by promoting accommodation of tmRNA into the ribosomal A site  SmpB protects the tmRNA from RNase R degradation in Caulobacter crescentus  both the tmRNA and SmpB are regulated in cell cycle-dependent manner  functions in release of stalled ribosomes from damaged mRNAs and targeting proteins for degradation	tmRNA-binding protein SmpB	Posttranslational modification, protein turnover, chaperones
lmo2449	-	NC_003210.1	2520415	2522796	2382	793		GTG	Operon_434	'hypothetical protein - RAST_Product: 3''-to-5'' exoribonuclease RNase R'	similar to exoribonuclease RNase-R	'3''-to-5'' exoribonuclease RNase R'	Transcription
lmo2450	-	NC_003210.1	2522830	2523576	747	248		ATG	Operon_434	hypothetical protein - RAST_Product: Carboxylesterase (EC 3.1.1.1)	similar to carboxylesterase	Carboxylesterase (EC 3.1.1.1)	General function prediction only
lmo2451	-	NC_003210.1	2523835	2524068	234	77	secG	ATG	Operon_434	preprotein translocase subunit SecG	similar to preprotein translocase subunit SecG	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	Intracellular trafficking and secretion
lmo2452	-	NC_003210.1	2524168	2524911	744	247		ATG	Operon_434	hypothetical protein - RAST_Product: Carboxylesterase (EC 3.1.1.1)	similar to carboxylesterase	Carboxylesterase (EC 3.1.1.1)	General function prediction only
lmo2453	-	NC_003210.1	2525094	2525813	720	239		ATG	Operon_434	hypothetical protein - RAST_Product: Menaquinone biosynthesis related protein MenX	similar to lipolytic enzyme	Menaquinone biosynthesis related protein MenX	General function prediction only
lmo2454	-	NC_003210.1	2525946	2526119	174	57		ATG	Operon_434	hypothetical protein	lmo2454	hypothetical protein	Not in COGs
lmo2455	-	NC_003210.1	2526222	2527514	1293	430	eno	ATG	Operon_435	phosphopyruvate hydratase	highly similar to enolase  enolase  catalyzes the formation of phosphoenolpyruvate from 2-phospho-D-glycerate in glycolysis	Enolase (EC 4.2.1.11)	Carbohydrate transport and metabolism
lmo2456	-	NC_003210.1	2527650	2529182	1533	510	pgm	ATG	Operon_435	phosphoglyceromutase	highly similar to phosphoglycerate mutase  catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	Carbohydrate transport and metabolism
lmo2457	-	NC_003210.1	2529184	2529939	756	251	tpiA	ATG	Operon_435	triosephosphate isomerase	highly similar to triose phosphate isomerase  Reversibly isomerizes the ketone sugar dihydroxyacetone phosphate to the aldehyde sugar glyceraldehyde-3-phosphate	Triosephosphate isomerase (EC 5.3.1.1)	Carbohydrate transport and metabolism
lmo2458	-	NC_003210.1	2529985	2531175	1191	396	pgk	ATG	Operon_435	phosphoglycerate kinase	highly similar to phosphoglycerate kinase  Converts 3-phospho-D-glycerate to 3-phospho-D-glyceroyl phosphate during the glycolysis pathway	Phosphoglycerate kinase (EC 2.7.2.3)	Carbohydrate transport and metabolism
lmo2459	-	NC_003210.1	2531310	2532320	1011	336	gap	ATG	Operon_435	glyceraldehyde-3-phosphate dehydrogenase	highly similar to glyceraldehyde 3-phosphate dehydrogenase  catalyzes the formation of 3-phospho-D-glyceroyl phosphate from D-glyceraldehyde 3-phosphate	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	Carbohydrate transport and metabolism
lmo2460	-	NC_003210.1	2532352	2533398	1047	348		ATG	Operon_435	hypothetical protein - RAST_Product: transcriptional regulator, putative	similar to B. subtilis CggR hypothetical transcriptional regulator	transcriptional regulator, putative	Transcription
lmo2461	-	NC_003210.1	2533840	2535183	1344	447	sigL	GTG		RNA polymerase factor sigma-54	sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released  sigma 54 factor is responsible for the expression of enzymes involved in nitrogen assimilation and metabolism  the rhizobia often have 2 copies of this sigma factor  in Rhizobium etli RpoN1 shown to be involved in the assimilation of several nitrogen and carbon sources during free-living aerobic growth and RpoN2 is involved in symbiotic nitrogen fixation  in Bradyrhizobium both RpoN1 and N2 are functional in free-living and symbiotic conditions, rpoN1 gene was regulated in response to oxygen	RNA polymerase sigma-54 factor RpoN	Transcription
lmo2462	-	NC_003210.1	2535342	2536268	927	308		ATG		hypothetical protein - RAST_Product: dipeptidase	similar to dipeptidases	dipeptidase	Amino acid transport and metabolism
lmo2463	-	NC_003210.1	2536347	2538581	2235	744		GTG	Operon_436	hypothetical protein	similar to transport protein	FIG00774322: hypothetical protein	General function prediction only
lmo2464	-	NC_003210.1	2538588	2539196	609	202		ATG	Operon_436	hypothetical protein	similar to transcription regulator	Transcriptional regulator, TetR family	Transcription
lmo2465	-	NC_003210.1	2539213	2539611	399	132		TTG	Operon_436	hypothetical protein - RAST_Product: FIG00774204: hypothetical protein	lmo2465	FIG00774204: hypothetical protein	Not in COGs
lmo2466	+	NC_003210.1	2539838	2540173	336	111		ATG		hypothetical protein	lmo2466	hypothetical protein	Function unknown
lmo2467	-	NC_003210.1	2540421	2541857	1437	478		ATG		hypothetical protein - RAST_Product: Chitin binding protein	similar to chitinase and chitin binding protein	Chitin binding protein	General function prediction only; Function unknown;
lmo2468	+	NC_003210.1	2542014	2542610	597	198	clpP	ATG		ATP-dependent Clp protease proteolytic subunit	hydrolyzes proteins to small peptides  with the ATPase subunits ClpA or ClpX, ClpP degrades specific substrates	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	Posttranslational modification, protein turnover, chaperones; Intracellular trafficking and secretion;
lmo2469	-	NC_003210.1	2542658	2544049	1392	463		ATG		hypothetical protein - RAST_Product: Amino acid permease	similar to amino acid transporter	Amino acid permease	Amino acid transport and metabolism
lmo2470	+	NC_003210.1	2544267	2545433	1167	388		TTG		hypothetical protein - RAST_Product: Internalin-like protein Lmo2470 homolog	similar to internalin proteins	Internalin-like protein Lmo2470 homolog	Function unknown
lmo2471	-	NC_003210.1	2545487	2546503	1017	338		ATG	Operon_437	NADPH dehydrogenase NamA	similar to NADH oxidase  catalyzes the reduction of alpha, beta-unsaturated aldehydes and ketones  reduces the nitro group nitroester and nitroaromatic compounds	NADH:flavin oxidoreductase	Energy production and conversion
lmo2472	-	NC_003210.1	2546530	2547501	972	323		ATG	Operon_437	hypothetical protein - RAST_Product: FIG001886: Cytoplasmic hypothetical protein		FIG001886: Cytoplasmic hypothetical protein	Function unknown
lmo2473	-	NC_003210.1	2547509	2548477	969	322		ATG	Operon_437	hypothetical protein - RAST_Product: FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like		FIG002813: LPPG:FO 2-phospho-L-lactate transferase like, CofD-like	Function unknown
lmo2474	-	NC_003210.1	2548479	2549354	876	291		ATG	Operon_437	hypothetical protein - RAST_Product: FIG000506: Predicted P-loop-containing kinase		FIG000506: Predicted P-loop-containing kinase	General function prediction only
lmo2475	-	NC_003210.1	2549462	2551192	1731	576		ATG	Operon_438	hypothetical protein - RAST_Product: Phosphomannomutase (EC 5.4.2.8)	similar to phosphomannomutase and phosphoglucomutase	Phosphomannomutase (EC 5.4.2.8)	Carbohydrate transport and metabolism
lmo2476	-	NC_003210.1	2551234	2552295	1062	353		GTG	Operon_438	hypothetical protein - RAST_Product: Aldose 1-epimerase (EC 5.1.3.3)	similar to aldose 1-epimerase (mutarotase)	Aldose 1-epimerase (EC 5.1.3.3)	Carbohydrate transport and metabolism
lmo2477	-	NC_003210.1	2552312	2553295	984	327	galE	ATG	Operon_438	UDP-glucose 4-epimerase		UDP-glucose 4-epimerase (EC 5.1.3.2)	Cell wall/membrane biogenesis
lmo2478	-	NC_003210.1	2553414	2554373	960	319	trxB	ATG	Operon_439	thioredoxin reductase		Thioredoxin reductase (EC 1.8.1.9)	Posttranslational modification, protein turnover, chaperones
lmo2479	-	NC_003210.1	2554452	2555927	1476	491		ATG	Operon_439	hypothetical protein - RAST_Product: TPR domain protein	lmo2479	TPR domain protein	General function prediction only
lmo2480	-	NC_003210.1	2556013	2556510	498	165		TTG	Operon_440	hypothetical protein	similar to acetyltransferase	acetyltransferase	General function prediction only
lmo2481	-	NC_003210.1	2556514	2557167	654	217		ATG	Operon_440	pyrophosphatase PpaX	similar to B. subtilis P-Ser-HPr phosphatase  hydrolyzes pyrophosphate formed during serine-46-phosphorylated HPr dephosphorylation	Inorganic pyrophospatase PpaX (EC 3.1.3.18)	General function prediction only
lmo2482	-	NC_003210.1	2557211	2558044	834	277	lgt	ATG	Operon_440	prolipoprotein diacylglyceryl transferase	highly similar to prolipoprotein diacylglyceryl transferase  transfers the N-acyl diglyceride moiety to the prospective N-terminal cysteine in prolipoprotein	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)	Cell wall/membrane biogenesis
lmo2483	-	NC_003210.1	2558130	2559068	939	312		ATG	Operon_440	HPr kinase/phosphorylase	catalyzes the phosphorylation of the phosphocarrier protein HPr of the bacterial phosphotransferase system	HPr kinase/phosphorylase (EC 2.7.1.-) (EC 2.7.4.-)	Signal transduction mechanisms
lmo2484	-	NC_003210.1	2559255	2559608	354	117		ATG	Operon_441	hypothetical protein - RAST_Product: membrane protein	similar to B. subtilis YvlD protein	membrane protein	Function unknown
lmo2485	-	NC_003210.1	2559617	2559817	201	66		ATG	Operon_441	hypothetical protein - RAST_Product: PspC domain protein, truncated	similar to B. subtilis yvlC protein	PspC domain protein, truncated	Transcription; Signal transduction mechanisms;
lmo2486	-	NC_003210.1	2559841	2561052	1212	403		ATG	Operon_441	hypothetical protein - RAST_Product: FIG00774998: hypothetical protein	lmo2486	FIG00774998: hypothetical protein	Transcription; Signal transduction mechanisms; Function unknown;
lmo2487	-	NC_003210.1	2561120	2562382	1263	420		ATG	Operon_441	hypothetical protein - RAST_Product: Hypothetical protein, homolog of fig|393130.3.peg.2627	similar to B. subtilis YvlB protein	Hypothetical protein, homolog of fig|393130.3.peg.2627	Function unknown
lmo2488	-	NC_003210.1	2562591	2565461	2871	956	uvrA	TTG	Operon_442	excinuclease ABC subunit A	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 uvrA and 2 uvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by uvrB, the uvrA molecules dissociate	Excinuclease ABC subunit A	Replication, recombination and repair
lmo2489	-	NC_003210.1	2565469	2567445	1977	658	uvrB	TTG	Operon_442	excinuclease ABC subunit B	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. The beta-hairpin of the Uvr-B subunit is inserted between the strands, where it probes for the presence of a lesion	Excinuclease ABC subunit B	Replication, recombination and repair
lmo2490	-	NC_003210.1	2567696	2567935	240	79		ATG	Operon_443	hypothetical protein - RAST_Product: FIG00774798: hypothetical protein	similar to B. subtilis CsbA protein	FIG00774798: hypothetical protein	Function unknown
lmo2491	-	NC_003210.1	2567956	2568603	648	215		ATG	Operon_443	hypothetical protein - RAST_Product: Nucleotidase YfbR, HD superfamily	lmo2491	Nucleotidase YfbR, HD superfamily	General function prediction only
lmo2492	-	NC_003210.1	2568625	2569011	387	128		TTG	Operon_443	hypothetical protein - RAST_Product: FIG00774298: hypothetical protein	lmo2492	FIG00774298: hypothetical protein	Not in COGs
